title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/44521576'>staring at my fingers while i talk to you</a>,LittleLostStar,Completed,712,699,13,6819,Explicit,5114,2,2023-01-28,"Partial switzerland AU, Partial post-s2, Beatrice gives Ava a massage, Ava can't stop making orgasm noises, Hey Ava if you're any more of a tease you're gonna kill that nun, Beatrice is such a gay disaster that they've declared an exclusion zone, Masturbation in Shower, Tags to be added, so much praise kink, Ava is the softest top of all time, she got yeeted from heaven because she wouldn't shut up about her girlfriend, and now she's gonna say all those things to Beatrice until Beatrice melts into a puddle, Fluff, Fluff and Smut, Vaginal Fingering, Cunnilingus, Begging, this is my official entry into the ""fixing Netflix's bullshit"" collection, Happily Ever After, ava returns to the world with one (1) priority, and that is giving Beatrice a backrub, (also orgasms)"
<a href='https://archiveofourown.org/works/43484044'>Christmas (baby please come home)</a>,AtomicJellyb3an,Completed,709,689,20,3892,Teen And Up Audiences,7170,1,2022-12-09,"Fluff, Domestic Fluff, Christmas, No Beta we die like Miguel, or michael i guess, Post-Season/Series 02, Everyone Is Alive, Reunions, Soft Sister Beatrice/Ava Silva, Gay Mess Sister Beatrice (Warrior Nun)"
"<a href='https://archiveofourown.org/works/43230999'>it was heaven a moment ago (i had it almost, we had it almost)</a>",potstickermaster,Completed,703,670,33,3565,Teen And Up Audiences,4562,1,2022-11-23,"please for the love of everything that is holy watch warrior nun i need s3, am i okay? no, Season 2 spoilers, warrior nun single-handedly dragging me back to my bible-thumping era, avatrice single-handedly ripping my muse out of me, not beta read we die like [REDACTED], ok but watch warrior nun tho."
<a href='https://archiveofourown.org/works/43622040'>forever is in your eyes (but forever ain't half the time)</a>,meatballsandwich,Completed,701,659,42,4556,Teen And Up Audiences,8033,1,2022-12-20,"alps time!!!, pffft what's canon, Mutual Pining, Fluff, First Kiss, my beloved oblivious bea, Holding Hands, Sharing a Bed, and ava being a cutie pie, hans my boy, so this is just mostly yearning, Love Confessions, the inherent homoeroticism of... whatever the hell they've got going on"
<a href='https://archiveofourown.org/works/43646962'>Ava's Journal of Joys</a>,LucyWestenrasKiss,Completed,695,608,87,4518,General Audiences,4648,6,2023-01-14,"Angst, Fluff, This fic got away from me, it was supposed to be just a ficlet, NOW LOOK AT ME, typing words recreationally, honestly only the first chapter contains angst, the rest of it's just fluff and stupidity, Soft Ava Silva, Soft Sister Beatrice/Ava Silva"
<a href='https://archiveofourown.org/works/43132639'>i'd go too far just to have you near</a>,meatballsandwich,Completed,692,665,27,3987,Teen And Up Audiences,5210,1,2022-11-19,"Hurt/Comfort, ... i think???, Fluff, a bit of angst, Sharing a Bed, Nightmares, Canon-Typical Violence, they're so soft oh my god, how many buckets can their collective tears fill, Canon Compliant, until it's not, kind of like snapshots, Love Confessions, Angst with a Happy Ending, 4+1"
<a href='https://archiveofourown.org/works/43910167'>If the Flip Flop Fits</a>,WhiskeyLimaWhiskey,Completed,690,609,81,11262,Explicit,13199,3,2023-02-04,"Top Beatrice, Bratty Bottom Ava, They Flip Flop, Smut, Plot What Plot/Porn Without Plot, Ass Play, Butt Plugs, Spanking, Strap-Ons, Semi-Public Sex, Anal Fingering, Vaginal Fingering, Light Dom/sub, Power Dynamics, mention of knife play but just as a plot device, Strap Sucking, Face-Fucking, Tears, Face Slapping"
<a href='https://archiveofourown.org/works/43204863'>Sweet Nothing</a>,Wanderings_of_wonderings,Completed,690,647,43,8062,Not Rated,12035,11,2022-11-25,"Domestic Avatrice, ava and bea, Domestic Fluff, a little angst for flavor, Soft Ava Silva, Ava Silva Being Ava Silva, Adorable Ava Silva, Ava Silva Being a Dumbass, Gay Mess Ava Silva, Bisexual Ava Silva, Soft Sister Beatrice/Ava Silva, Jealous Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Beatrice is royalty, Title from a Taylor Swift Song, Inspired by Taylor Swift, I Wrote This While Listening to Taylor Swift's Music, I gave Beatrice a brother, Bea's parents suck, Beatrice doesn't have a last name because she's a royal"
<a href='https://archiveofourown.org/works/43749019'>i'm mending inside (and we both know why)</a>,Wishing0nAStar,Completed,690,671,19,5741,Explicit,16338,1,2022-12-21,"Reunions, Some Action, Fluff and Hurt/Comfort, First Time, They Flip Flop, Divinium Tattoos"
<a href='https://archiveofourown.org/works/43610236'>i'm not going the road i'd known as a child of god (fold your hands into mine)</a>,possibilist,Completed,689,643,46,5125,Teen And Up Audiences,10837,1,2022-12-14,they WILL be soft forever!
<a href='https://archiveofourown.org/works/44050320'>always have to steal my kisses from you</a>,gilligankane,Completed,686,628,58,4965,General Audiences,11670,1,2023-01-04,"the times they kiss but don't actually really do that, switzerland era because we love filling in that time don't we"
<a href='https://archiveofourown.org/works/43742553'>open every last artery up for a second of your time</a>,sevensevan,Completed,686,656,30,4275,Teen And Up Audiences,3176,1,2022-12-21,"Post-Canon, Jealousy, Communication, Established Relationship"
<a href='https://archiveofourown.org/works/44221255'>She's the Angel of Small Death & the Codeine Scene</a>,Black_Roses01,Completed,683,669,14,7192,Explicit,8188,1,2023-01-12,"Post-Canon, Smut, Fluff and Smut, They flip-flop your honour, Praise Kink, Begging, Oral Sex, Reunion Sex"
"<a href='https://archiveofourown.org/works/43186033'>i see the devil watching me (oh does she see, i am fire)</a>",TheCoasts,Completed,679,661,18,5331,Teen And Up Audiences,5830,2,2022-11-30,"Hurt/Comfort, but more emotional hurt and a side of comfort"
<a href='https://archiveofourown.org/works/43999441'>that sure-fire desire is true</a>,someone_stupid,Completed,674,661,13,3229,Mature,3885,1,2023-01-01,"Established Relationship, Smut, Fluff and Smut, Masturbation, voyeurism? kinda?, (ava lets beatrice watch her fuck herself. there's no better way to say it.)"
<a href='https://archiveofourown.org/works/43248810'>The First Morning</a>,emiliaL128,Completed,662,657,5,5040,General Audiences,1495,1,2022-11-25,"Avatrice, Morning Cuddles, Morning Kisses, Early Mornings, Reunion, Mini Fight, Sharing a Bed, soft, Fluff, Cuddling & Snuggling, Light Angst, but like not really"
<a href='https://archiveofourown.org/works/43448106'>Remember Us</a>,amgirl01,Completed,660,648,12,6207,Explicit,6936,1,2022-12-06,"Smut, One Shot"
<a href='https://archiveofourown.org/works/43818975'>Coming Home</a>,thewildtype,Completed,660,627,33,5454,Explicit,10905,1,2022-12-24,"Reunited and It Feels So Good, picks up right after season 2, Canon Compliant, maybe? Give us a season 3 and find out you cowards!, Despite posting this on Christmas it's not Christmasy, but it is smutty, so ho ho hoe?, no beta we die like jesus, First Time, Feelings, so many feelings, it's what they deserve"
<a href='https://archiveofourown.org/works/43489051'>if i make it to the morning (i'll show you what it means to be saved)</a>,possibilist,Completed,659,618,41,4737,Teen And Up Audiences,9374,1,2022-12-08,"this one rly got away from me lmao, in a v soft way tho no worries, ava the absolute best example of chaotic good"
<a href='https://archiveofourown.org/works/44317903'>and I'd do it all over again</a>,purplesky24,Completed,647,562,85,6708,Teen And Up Audiences,13012,5,2023-01-28,"Angst, Hurt/Comfort, Major Character Injury, Disability, Angst with a Happy Ending, Post-Season/Series 02, Reunion Fic, Amputation"
"<a href='https://archiveofourown.org/works/43295943'>still there's a wound and i'm moving slow (though it don't show, though it don't show)</a>",echoes_of_realities,Completed,644,622,22,4504,General Audiences,12935,1,2022-11-27,"Angst with a Happy Ending, Hurt/Comfort, is there a tag for hurt/very little comfort? cause that's what this is, like bittersweet ya know?, yes there is a reunion (in case you scroll to the end of fics to check like I do lol), but you have to wait like 10k for it, Character Study, Loss of Faith, the OCS as found family"
<a href='https://archiveofourown.org/works/43540867'>the summer scolds</a>,Smokestarrules,Completed,644,604,40,3919,General Audiences,3690,1,2022-12-12,"Fluff and Angst, Ship Captain Camila come thru!!, Alternate Universe - Canon Divergence, continuation of the scene where bea turns down ava's offer to run away, because if camila had been there to witness that. LORD, would she have some Things to say, Mutual Pining, One Shot, Hurt/Comfort, Hopeful Ending"
<a href='https://archiveofourown.org/works/43931371'>stay</a>,spacemanearthgirl,Completed,641,624,17,3015,General Audiences,2157,1,2022-12-30,"Avatrice, Fluff, Sharing a Bed, Beatrice is in love whether she admits it or not, set early season 2"
<a href='https://archiveofourown.org/works/43257576'>Going Home</a>,aurora_atalanta,Completed,637,625,12,4295,General Audiences,2338,1,2022-11-25,"Reunited and It Feels So Good, the end of s2 destroyed me so I had to write a reunion scene, lots of crying and cuddling, Fluff"
<a href='https://archiveofourown.org/works/43606866'>made in her image</a>,lightsaroundyourvanity,Completed,635,595,40,4304,Explicit,4695,1,2022-12-14,"clone threeways, halo magic don't worry about it, well. it's not tasteful."
<a href='https://archiveofourown.org/works/43202637'>fake it</a>,parx103,Completed,631,618,13,4104,Not Rated,6214,1,2022-11-22,"Fake/Pretend Relationship, Background Sister Camila/Sister Lilith (Warrior Nun), Sister Camila Ships It (Warrior Nun), Adorable Sister Camila (Warrior Nun)"
<a href='https://archiveofourown.org/works/43718868'>Well isn't this wraith</a>,Lazy_Adventurer,Completed,618,594,24,5259,Not Rated,5014,2,2022-12-29,"Hurt/Comfort, Blood and Violence, Emotional Hurt/Comfort, will add tags if needed, Possession, for context this is set in season 2 episode 2, First Kiss, I've decided that Beatrice is just gonna ignore the fact that she's still a nun for a minute"
<a href='https://archiveofourown.org/works/43470855'>Be My Whoopi</a>,RealistTash,Completed,618,539,79,2896,Teen And Up Audiences,9604,3,2022-12-11,"Fluff, Hurt/Comfort, Ava being done with Reya's shit, Rendemption Lilith, Lilith being done with Ava's shit, Post-Canon, Post-Season/Series 02, Ghost Au sort of but not really"
<a href='https://archiveofourown.org/works/43234041'>Ruth 1:16-17</a>,miniscence,Completed,617,562,55,4983,Not Rated,8288,5,2022-12-03,"Fluff, Humor, One Shot Collection, minimal hurt mostly comfort, five love languages, in no particular order, just whatever ended up working with the timeline, Mostly canon compliant with some creative liberties, extremely minor sickfic trope makes a brief appearance, bea fell first but ava fell harder, domestic avatrice my beloveds"
<a href='https://archiveofourown.org/works/43175767'>let the sleeping nuns lie</a>,analogoose,Completed,609,554,55,3436,Teen And Up Audiences,4325,1,2022-11-20,"Pre-Season/Series 02, Domestic Fluff, this is just super cute and silly guys, ft. drunk ava antics, another lil cozy fic, no thoughts head full of avatrice in switzerland"
<a href='https://archiveofourown.org/works/43331652'>I let my emotions carry us head first into danger</a>,trixreads,Completed,604,587,17,3754,Teen And Up Audiences,2300,1,2022-11-29,"ava breaking the fourth wall and doing that narration thing she does, what happened in those two months before season 2?, here's part of it"
<a href='https://archiveofourown.org/works/44005434'>Transfiguration</a>,Stycoa,Completed,593,582,11,4765,Mature,8300,1,2023-01-02,"Nonsexual Nudity, Angst and Hurt/Comfort, Blood and Injury, everyone can see it, Religious Imagery & Symbolism, Religious Guilt, Internalized Homophobia, Sharing a Bed, Tenderness, First Kiss, Fluff and Angst, solid communication, Resurrection, ava is Jesus alright, beatrice can still worship her"
<a href='https://archiveofourown.org/works/44128561'>on the twelfth day of switzerland (my true love gave to me)</a>,Smokestarrules,Completed,592,533,59,3679,Teen And Up Audiences,4164,1,2023-01-13,"Ava Had Her Birthday In Switzerland So Here It Is!!!, feat. Sister Beatrice Definitely Not Being In Love, and Ava Definitely Being In Love, Fluff, oh my god its all fluff. its so much fluff, anyways. shoutout to goey, who this is for. because they broke my writers block, and I wrote this entire thing in the span of like. 9 hours, Insanity, thanks bud and happy birthday!!!, Mutual Pining, Ava Silva POV, Canon Compliant, you don't have to have seen The Invisible Man (2020) to understand this, but you should also watch The Invisible Man (2020)"
<a href='https://archiveofourown.org/works/43313964'>First Swimming Lesson</a>,purplesky24,Completed,590,555,35,2399,Teen And Up Audiences,3517,1,2022-11-28,"Switzerland era, ava is a gay mess, Beatrice is a gay mess (but hides it better), Gay panic in water (do not try this at home), Soft Sister Beatrice"
<a href='https://archiveofourown.org/works/43956738'>your lips drop sweetness like honeycomb</a>,lesbians_and_puns,Completed,584,560,24,4811,Explicit,4393,1,2022-12-31,"Smut, sex as devotion, Body Worship, Praise Kink, Internalized Homophobia, Repression, Catholic Guilt, Switch!Bea, Switch!Ava, Post-Season/Series 02, I am a Switch!Avatrice truther and I will not apologize for it, but I will concede Bea has a harder time accepting physical intimacy, so Ava is just. SO soft with her about it, so this is also sort of a, Character Study, and a meditation on intimacy"
<a href='https://archiveofourown.org/works/43368054'>the world may disapprove (but my world is only you)</a>,aclem1324,Completed,582,576,6,3807,Not Rated,1207,1,2022-12-02,"canon divergence following Ava tell Bea she's jealous, Fluff and Yearning, my God these Catholic Queers really love to yearn, mid to post 2x02"
<a href='https://archiveofourown.org/works/42856707'>Watch Me Fall</a>,leet911,Completed,579,513,66,8155,General Audiences,4416,11,2022-12-21,"Ficlet Collection, Spoilers, Season/Series 02 Spoilers, Angst, they were roommates, and there was only one bed"
<a href='https://archiveofourown.org/works/43438027'>Aren't you something to admire?</a>,analysrbug,Completed,577,559,18,6565,Explicit,1719,1,2022-12-06,"Smut, its smut, Porn with a touch of plot, very little plot, Plot What Plot/Porn Without Plot, Gay Mess Ava Silva, sub ava, Light Dom/sub"
"<a href='https://archiveofourown.org/works/43580865'>oh, be my rest</a>",betterthanoxygen,Completed,570,536,34,2939,Teen And Up Audiences,2359,1,2022-12-12,"switzerland-era, inspired by all the beautiful switzerland-era fics i've been reading, featuring chaotic (horny) ava, and beautiful oblivious beatrice"
<a href='https://archiveofourown.org/works/43425501'>forget me nots</a>,tzushi,Completed,564,547,17,2382,Teen And Up Audiences,4110,1,2022-12-05,"Fluff, Fluff and Angst, Angst, started out cute and cheery and then Boom ava's dead, also my take on what ava's note says, ava and beatrice are so in love i'm sick, Rated T for swears, me analyzing how avas handwriting changed between the seasons, yeah this got away from me idk why it's 4k words"
<a href='https://archiveofourown.org/works/43192686'>Proverbs 12:1</a>,Amandjnx,Completed,563,548,15,5279,General Audiences,6081,3,2022-11-25,"Post-Season/Series 01, They are in the Alps, And working at the bar like in canon, Just filling the two months gap, Writing is hard for Ava, But she will learn, Avatrice is kinda implied, They're GETTING CLOSER, I love angst, and insecure Ava, last chapter is post season 2 eventually, i chose violence"
"<a href='https://archiveofourown.org/works/43935334'>""Seal the hushed Casket of my Soul""</a>",shelteredbyshadow,Completed,563,537,26,3423,Not Rated,11957,2,2022-12-31,"Angst with a Happy Ending, Past Abuse, Healing, Touch-Starved, Ava Silva Needs a Hug, Nightmares, Insomnia, Secrets, Internalized Homophobia"
<a href='https://archiveofourown.org/works/43244073'>The Family I've Found</a>,UnholyHelbig,Completed,562,505,57,6212,Not Rated,10974,4,2022-12-21,"Family Drama, Established Relationship, Hurt/Comfort, Emotional Hurt/Comfort"
<a href='https://archiveofourown.org/works/43377477'>froot loops</a>,b0lu0mi,Completed,560,546,14,3398,General Audiences,2644,1,2022-12-02,"Headaches & Migraines, Hurt/Comfort, Cuddling & Snuggling, Sharing a Bed, Author Is Sleep Deprived, I Wrote This Instead of Sleeping"
<a href='https://archiveofourown.org/works/43512240'>At My Wits End</a>,Lacey_sky,Completed,558,528,30,10867,Explicit,15168,8,2023-02-01,"Alternate Universe - College/University, Enemies to Lovers, Slow Burn"
<a href='https://archiveofourown.org/works/44210509'>i should love you (and i swear i do)</a>,Noteveryonefitsintothebadbitchgenre,Completed,553,514,39,2825,Not Rated,4655,1,2023-01-12,"Hogwarts, Alternate Universe - Harry Potter Setting, Avatrice, Soft Sister Beatrice/Ava Silva"
<a href='https://archiveofourown.org/works/43239399'>but for now let's get away</a>,lionshearted,Completed,551,531,20,4377,Teen And Up Audiences,7613,1,2022-11-24,"Canon Compliant, also known as the birthday fic, yearning and pining and some very oblivious idiots, Beatrice POV"
<a href='https://archiveofourown.org/works/43627113'>and there I will be buried (if even death separates you and me)</a>,Smokestarrules,Completed,549,480,69,2652,General Audiences,3201,1,2022-12-16,"Hurt/Comfort, Fluff and Angst, heavier on the latter but, Happy Ending, Hopeful Ending, ??? one of those, Mutual Pining, One Shot, Alternate Universe - Canon Divergence"
<a href='https://archiveofourown.org/works/43508563'>Home to You</a>,riderwrites,Completed,542,536,6,2861,Not Rated,2217,1,2022-12-09,"Ava centric, A lot of Ava looking at Beatrice and going ""damn"", Fluff, i guess, One Shot, Pining"
"<a href='https://archiveofourown.org/works/43452865'>All At Once, I Knew You Loved Me</a>",mixtapesandsunsets,Completed,539,522,17,2566,General Audiences,2622,1,2022-12-06,"AU where they don't see michael after the bar and get to stumble home drunk together as god intended, Alcohol, they're so soft and in love"
<a href='https://archiveofourown.org/works/43693860'>Glow</a>,[],Completed,538,522,16,4592,Explicit,2463,1,2022-12-18,"Domestic Fluff, Plot What Plot/Porn Without Plot, Morning Sex, a dash of angst in the form of referenced past internalized homophobia, but this is all about rejecting shame and delighting in gay activities, Fluff and Smut, theyre gfs your honor, Post-Canon, everything is all good and they're in switzerland living their best lives, Grinding, Praise Kink, Biting, as a treat, Established Relationship"
<a href='https://archiveofourown.org/works/43674699'>in our bedroom before the war</a>,TheseTornadoesAreForYou,Completed,538,515,23,2762,Teen And Up Audiences,1826,1,2022-12-17,NA
<a href='https://archiveofourown.org/works/44050440'>i am singing now while rome burns (we are all just trying to be holy)</a>,possibilist,Completed,537,500,37,3205,General Audiences,6364,1,2023-01-04,"5+1, this is truly just about how holy it is to be gay...... my favorite, its not rly a coming out fic, bc everyone & their mother knows bea is gay lol, but she has to SAY she's a lesbian with her CHEST, & she does!"
<a href='https://archiveofourown.org/works/43433235'>This is fine</a>,Vapora,Completed,536,520,16,6692,Explicit,3076,1,2022-12-05,"Erotic Training, Crack, Not Canon Compliant, or it could be, Domestic Fluff, Erotic Violence, Explicit Sexual Content, Unresolved Sexual Tension, Explicit Language, Blood and Injury"
<a href='https://archiveofourown.org/works/43741140'>i can't stop you putting roots in my dreamland (now i'm covered in you)</a>,possibilist,Completed,533,489,44,2992,Mature,9465,1,2022-12-21,this ... is something lol
<a href='https://archiveofourown.org/works/43529233'>Another Round of Vacations</a>,HaughtBreaker,Completed,527,509,18,5693,Explicit,13140,3,2023-02-04,"Avatrice, Post s2 finale, Canon Compliant, yes we know they said bea knows ava is back but I started writing this before they said that, sorry mom sorry god"
<a href='https://archiveofourown.org/works/44010070'>i will hold you tight (and i won't let go)</a>,writesheetdown,Completed,527,505,22,3378,Not Rated,8040,1,2023-01-02,"5+1 Things, a couple of idiots in love, Fluff, a dash of angst, post S1, pre S2, Switzerland, Canon Compliant, Sharing a Bed"
<a href='https://archiveofourown.org/works/43798590'>Vegas Should be Renamed to Matchmaker Square</a>,Silverius23,Completed,525,479,46,4734,Mature,11883,2,2022-12-26,"Las Vegas Wedding, CEO, Marriage, Smut, Flashbacks, Living Together, Meet the Family, Alternate Universe - No Powers"
<a href='https://archiveofourown.org/works/43568238'>Counting Stars</a>,QuietThings,Completed,524,512,12,2065,General Audiences,1002,1,2022-12-12,"Fluff, Pre-Relationship, two idiots in love, in the swiss alps, Sharing a Bed, Freckles"
<a href='https://archiveofourown.org/works/43862845'>Does This Still Burn For You</a>,wraithofwords,Completed,520,509,11,3741,Teen And Up Audiences,3536,1,2022-12-26,"Semi-Sentient Halo, Fluff and Angst, (mostly angst), Blood and Injury"
<a href='https://archiveofourown.org/works/43414971'>so i'll dance with your ghost in the living room (and i'll play the piano alone)</a>,somniatoressinespe,Completed,518,460,58,3889,Teen And Up Audiences,13227,1,2022-12-04,"a kind of bea pov s2 and a kind of character study, idk man i just want a s3, read and be merry, tw catholicism, enjoy"
<a href='https://archiveofourown.org/works/43465522'>What Happens If We Name This Tension</a>,wraithofwords,Completed,514,504,10,3663,Teen And Up Audiences,5681,1,2022-12-07,"Canon Compliant, Jealousy, Mutual Pining"
<a href='https://archiveofourown.org/works/43767381'>you're so golden (i'm out of my head)</a>,TheGoatWithAPen,Completed,513,495,18,3592,Teen And Up Audiences,10150,1,2022-12-22,"5+1 Things, Sort Of, fuck netflix, Have some yearning and pining in these trying times, Beatrice is so in love with Ava, They're being gay in Switzerland"
<a href='https://archiveofourown.org/works/44228803'>Love Me At My Worst</a>,shadow_shadow,Completed,513,494,19,2695,General Audiences,3540,1,2023-01-12,"Alternate Universe - Canon Divergence, First Kiss, Non-Sexual Intimacy, avatrice being emotionally and physically vulnerable with each other, Soft Ava Silva, Soft Sister Beatrice, Temporary Character Death, after ava's 13 story fall, showering together, They're so in love it hurts"
<a href='https://archiveofourown.org/works/43333096'>our bodies are a sacred note (sung between the flesh and hope)</a>,Kendrene,Completed,511,502,9,3212,Teen And Up Audiences,1614,1,2022-11-29,"Sharing a Bed, Love Confessions, Set after Season 2, can you be an atheist and have catholic guilt?, I guess Ava Silva is about to find out"
<a href='https://archiveofourown.org/works/44232802'>our breath was warmer (than the hills)</a>,possibilist,Completed,510,477,33,2447,General Audiences,4836,1,2023-01-13,"outside pov!!!!! honestly so fun, anyway i made myself emotional over a pair of pants but, it's v sweet & not at all deranged lol"
"<a href='https://archiveofourown.org/works/43546240'>Linda From HR, This is a Misunderstanding</a>",Silverius23,Completed,507,495,12,3175,Mature,3063,1,2022-12-11,"Human Resources, Boss/Employee Relationship, technically, Kisses, Fluff, Sister Camila Ships It (Warrior Nun), Protective Hans (Warrior Nun), bet you weren't expecting that tag, Grinding"
<a href='https://archiveofourown.org/works/44062257'>for she so loved the world</a>,littledata,Completed,504,487,17,4205,Explicit,7195,1,2023-01-04,"Post-Canon, Post-Season/Series 02, Smut, Canon Compliant, probably, Fluff and Angst"
<a href='https://archiveofourown.org/works/44297074'>Undone</a>,wraithofwords,Completed,504,472,32,3550,Mature,6522,1,2023-01-15,"Fluff and Smut, Mild Smut, Mild Blood, Switzerland canon divergence, Just a touch of domestic fluff, Masculine Beatrice, Baby butch Beatrice, Ava channels her inner Victorian gentleman (it's those damn collarbones), Featuring Hans as the wingman Ava doesn't want but desperately needs"
<a href='https://archiveofourown.org/works/43471701'>Can I Go Where You Go</a>,Ginny_7,Completed,499,471,28,4208,General Audiences,7537,1,2022-12-07,"Fix-It, Post-Canon, Domestic Fluff, Title from a Taylor Swift Song, the girls go on a honeymoon, Sort Of, Ava is a little jealous, Character Study, of both Ava and Beatrice, Hurt/Comfort, Tooth-Rotting Fluff, Romantic Fluff, Ava makes jokes to cope, Author Is Sleep Deprived, no beta we die like michael"
<a href='https://archiveofourown.org/works/43487740'>Say It</a>,echoicdreamscape,Completed,497,479,18,2410,Teen And Up Audiences,2965,1,2022-12-08,"Internalized Homophobia, Domestic Fluff, kind of a Beatrice character study"
"<a href='https://archiveofourown.org/works/43791072'>let's begin (kissing the old year out, kissing the new year in)</a>",gilligankane,Completed,493,457,36,3963,General Audiences,10577,1,2022-12-23,"someone said: 'do u have any Thoughts on nye celebrations' and suddenly i did, then a ferris wheel got brought up and this just word vomit, this is just teeth-rotting fluff. i make apologies, New Year's Eve, New Year's Kiss, Fluff"
<a href='https://archiveofourown.org/works/44372767'>Unsteady (This Body Fails Me)</a>,[],Completed,492,470,22,3778,Mature,4190,2,2023-01-20,"Blood and Injury, Post-Season/Series 02, hurt!Bea agenda because it's severely lacking, Hurt/Comfort"
<a href='https://archiveofourown.org/works/43419580'>Take Me to Church</a>,L_R_Walsh,Completed,487,465,22,3609,Explicit,2492,1,2022-12-05,"Switzerland era, Canon Divergence, Beatrice POV, Body Worship"
<a href='https://archiveofourown.org/works/43649644'>Death Bringing Out the Truth</a>,strongwomenunited,Completed,486,446,40,2032,Teen And Up Audiences,3338,1,2022-12-16,"Hurt/Comfort, Romance, Fluff and Humor, post 2x05, Alternate Universe - Canon Divergence"
<a href='https://archiveofourown.org/works/44343955'>you wish i'd seen the saint (you were before)</a>,possibilist,Completed,483,455,28,3552,Mature,8394,1,2023-01-17,"butch!beatrice, my soft butch baby i love you, enjoy growing up!!!!, & ava who is down so so so bad for anything bea brings to the table, it's what they both deserve"
<a href='https://archiveofourown.org/works/44200498'>home (is where my bearer is)</a>,andanotherthing (orphan_account),Completed,482,462,20,2263,Not Rated,1957,1,2023-01-11,"Sentient halo, it's been sentient for over a thousand years and it has some Feelings"
<a href='https://archiveofourown.org/works/43531681'>We've Lost Mary</a>,RainyMonday126,Completed,481,473,8,2123,Teen And Up Audiences,2736,1,2022-12-10,"Fluff and Angst, Angst with a Happy Ending, Light Angst, Sister Beatrice Needs a Hug (Warrior Nun), First Kiss, angsty kiss, solid communication, Ava the protector, Emotional Hurt/Comfort, post 2x02"
<a href='https://archiveofourown.org/works/44259721'>Time cast a spell on you (but you won't forget me)</a>,SilverSpring (Crazy_dreamer95),Completed,475,468,7,4644,Explicit,8933,1,2023-01-14,"mentioning of Camilla and Mother Superion, First Time, Smut, Ava is back and safe, Soft Sister Beatrice/Ava Silva, Fluff and Smut, Sister Beatrice Needs a Hug (Warrior Nun)"
"<a href='https://archiveofourown.org/works/43720783'>her name, forever praise we</a>",whyyesitscar,Completed,474,412,62,2089,Teen And Up Audiences,6418,1,2022-12-20,"less than a week til christmas and we haven't gotten a tree but i am FILLED with xmas spirit, so here u go: have this"
<a href='https://archiveofourown.org/works/44229355'>Rule of Three</a>,bazaar,Completed,473,449,24,2392,Mature,6849,1,2023-01-13,"Pre-Canon, and then also canon time, young bea, the rating is for the last section fyi"
<a href='https://archiveofourown.org/works/42964344'>Five Times Ava Fell For Beatrice (and one time she didn't have to)</a>,paperweight_world,Completed,472,459,13,5362,Not Rated,3681,2,2022-11-28,"5+1 Things, Short & Sweet, chapter two is when the falling in love occurs okay cause patience is a virtue, Angst with a Happy Ending, Fluff, Spoilers for Season Two, no beta we die like duretti, Reunited and It Feels So Good, the delay between chaps one and two is purely due to med school exams and binging s2, like it took me 2 hrs to write this whole thing, Bad Puns, like seriously, punny punderson's pundership"
"<a href='https://archiveofourown.org/works/43173528'>Oh, It Gave Me Such a Fright</a>",spaceosshy,Completed,471,455,16,3723,Mature,1124,1,2022-11-20,"Canon Divergence, After S2, Mild Hurt/Comfort, Light Angst, Making Out, Domestic Fluff, Implied Sexual Content"
"<a href='https://archiveofourown.org/works/43795524'>come to me, all you who are weary and burdened</a>",birgittesilverbae,Completed,471,447,24,2263,General Audiences,3449,1,2022-12-23,post S1
"<a href='https://archiveofourown.org/works/43862959'>Flipping is Easy, it's the Flopping that's Hard</a>",WhiskeyLimaWhiskey,Completed,468,444,24,7312,Explicit,3126,1,2022-12-26,"Top Ava, bottom beatrice, They Flip Flop, not in this fic tho, Smut, Plot What Plot/Porn Without Plot, Degradation, Face-Sitting, Edging, Orgasm Delay/Denial, Masturbation, Strap-Ons, just briefly"
"<a href='https://archiveofourown.org/works/43927032'>and to me, she's (still) something from a dream</a>",lovepotionnumber5,Completed,466,430,36,2007,Mature,7186,1,2022-12-29,"i have no idea how to tag this, very tenuously rated m it could be t idk, putting my dolls in a little box and shaking it like it's a can of soda"
"<a href='https://archiveofourown.org/works/44362639'>Watch, and Learn</a>",UnholyHelbig,Completed,463,443,20,3386,Not Rated,9034,2,2023-02-02,"Alternate Universe - Teachers, Parent Teacher Conference, they're both pining, but both clueless, Alternate Universe - Parents, Fluff, Domestic Fluff"
<a href='https://archiveofourown.org/works/44101282'>Do I wait for you?</a>,LongWindedAnswer,Completed,463,374,89,2958,Mature,9618,2,2023-01-26,"Angst and Tragedy, Heavy Angst, Tragedy, Post-Season/Series 02, Canon-Typical Violence, Character Death, Temporary Character Death, dont call the police, Engagement, Love Confessions, Angst with a Happy Ending, Sad with a Happy Ending, Happy Ending"
<a href='https://archiveofourown.org/works/43278417'>lost & found</a>,nydoorin,Completed,462,456,6,3064,Teen And Up Audiences,6523,1,2022-11-26,"Alternate Universe - Canon Divergence, Major Character Injury, Blood and Injury, Hurt/Comfort, Angst, Angst with a Happy Ending, Yearning"
