title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43568935'>I am my beloved's (and my beloved is mine)</a>,posyparker,Completed,303,286,17,1537,Not Rated,4678,1,2022-12-12,"Angst and Hurt/Comfort, Blood and Injury, Angst, Fluff, Comfort, Alternate Universe - Canon Divergence, Bible Quotes (Abrahamic Religions), beatrice loving ava through biblical quotes, bible quotes inspired shots, i want to do them justice, fuck you netflix"
<a href='https://archiveofourown.org/works/43303578'>walking on water</a>,spookyscaryskeletons (Buttons15),Completed,298,281,17,1603,General Audiences,2285,1,2022-11-28,"nothing bad happens, they just communicate nicely"
<a href='https://archiveofourown.org/works/44050996'>I've waited here for you</a>,echoicdreamscape,Completed,294,264,30,2113,Teen And Up Audiences,3316,1,2023-01-04,"Climbing AU, climbing gym meetcute?, hints of thirsty Ava"
"<a href='https://archiveofourown.org/works/43845879'>love, like a quietly mended shirt</a>",birgittesilverbae,Completed,294,279,15,1722,General Audiences,1063,1,2022-12-25,Sewing
<a href='https://archiveofourown.org/works/44392801'>come inside of my heart (if you're looking for answers)</a>,lesbianlvr,Completed,293,288,5,1932,General Audiences,1849,1,2023-01-19,"Avatrice, First Kiss, Fluff, theyre so!! gay!!!, if Beatrice was a little bolder, Sister Beatrice Has Anxiety, how is that not a tag??, Almost Love Confessions, theyre stupid and in love, Ava's hot and she knows it, Camila represents all of us, mostly me, I wrote this in 2 hours last night, some swearing? not too much though, im so in love with their love"
<a href='https://archiveofourown.org/works/43482040'>On First and Fierce Affirming Sight Of Sunlight</a>,spaceosshy,Completed,293,287,6,1346,General Audiences,1588,1,2022-12-13,"Mutual Pining, protective beatrice, They are in love your honour"
"<a href='https://archiveofourown.org/works/44197036'>heat, hurt, heresy</a>",unicyclehippo,Completed,292,276,16,2451,Teen And Up Audiences,5602,1,2023-01-11,"ava silva as jesus AND joan of arc, angels are real maybe? who knows im just having fun, beatrice as an angel / an angel as beatrice"
<a href='https://archiveofourown.org/works/43243398'>just to be with you</a>,spacemanearthgirl,Completed,292,285,7,1447,General Audiences,1083,1,2022-11-24,"Avatrice, Fluff, they're in love, they both stare at each other a lot"
<a href='https://archiveofourown.org/works/44893366'>At his insistence - I fall upon you</a>,Willowedhepatica,Completed,291,280,11,1290,Teen And Up Audiences,1486,1,2023-02-09,"Short & Sweet, Fluff, Buy the cute girl a coffee, Really just a good time, Attempt at Humor, Kiss Kiss Fall in Love, Ava Silva Being Ava Silva"
<a href='https://archiveofourown.org/works/43683441'>Your Eyes Look Like Coming Home</a>,OneAndOnlyOllie,Completed,291,283,8,1092,General Audiences,2308,1,2022-12-18,"Original Character(s), they're ava & bea's kids, Adoption, Non-nuclear families, Fluff, Family Fluff, Domestic Fluff, moms!avatrice, Family Dynamics, the challenges of having a complicated family and needing to draw a family tree, Projection fic, beatrice character study, Hurt/Comfort, Light Angst, How Do I Tag, i have carpal tunnel i should not be typing"
<a href='https://archiveofourown.org/works/44798371'>Divinium Toys</a>,Silverius23,Completed,290,272,18,3658,Explicit,3600,1,2023-02-05,"Sex Toys, Divinium, Divinium Toys, Name-Calling, Touch-Starved, kind of, Sex, Smut, Fluff and Smut, Mild Blood, slight blood kink, Neck Kissing, neck biting, Biting, Orgasm Without Touch, Porn With Plot, Marking, Service Top, Service Top Beatrice, but she doesn't know what that is, Coming Untouched"
<a href='https://archiveofourown.org/works/43436973'>Trust me</a>,meg_1287,Completed,290,285,5,2323,General Audiences,1023,1,2022-12-06,"based on a prompt, Missing scene in 2x06, after the bomb conversation with Michael, Fluff, It's sweet, Camila is their fan number one, Feelings"
<a href='https://archiveofourown.org/works/44800671'>Angels Like You Can't Fly Down Here</a>,WhiteravenGreywolf,Completed,290,267,23,2093,Mature,10149,2,2023-02-12,"Angst with a Happy Ending, Alternate Universe - Space, Lesbians in Space, Fluff and Angst, post one night stands, Pilot Ava"
<a href='https://archiveofourown.org/works/44846869'>the multitude of loving (it comes always)</a>,possibilist,Completed,289,267,22,1701,General Audiences,10916,1,2023-02-07,"outside pov!, i guess this is in the butch bea universe here she is once again, ava is happy they are so happy"
<a href='https://archiveofourown.org/works/43832500'>The Perfect Chrismas Gift</a>,WhiteravenGreywolf,Completed,289,285,4,1351,General Audiences,4671,1,2022-12-25,"Alternate Universe - Modern Setting, Christmas, Christmas Fluff, Christmas Presents, Fluff, puppy"
<a href='https://archiveofourown.org/works/43720558'>Sharing the Sun</a>,[],Completed,285,282,3,3745,Explicit,2529,1,2022-12-20,"Established Relationship, Dirty Talk, Fluff and Smut, exhibitionism kinda but just as a fun part of the dirty talk, Post-Canon, Alternate Universe - Canon Divergence, Plot What Plot/Porn Without Plot, Outdoor Sex, Teasing"
<a href='https://archiveofourown.org/works/43165803'>Psalm 147:3</a>,miniscence,Completed,285,255,30,1408,General Audiences,3886,1,2022-11-19,"One Shot, Angst? Sort of?, Mostly canon compliant with some creative liberties, Bea needs to say goodbye to too many people and she's not okay with it but she does it anyway"
<a href='https://archiveofourown.org/works/43399293'>purple</a>,sxftmelody,Completed,284,260,24,3145,Teen And Up Audiences,8658,1,2022-12-03,"Alternate Universe, hitman beatrice"
<a href='https://archiveofourown.org/works/43696017'>The one where Beatrice becomes high</a>,thelastofus2ellie,Completed,284,281,3,1961,Not Rated,2616,1,2022-12-18,Crack
"<a href='https://archiveofourown.org/works/43621056'>dear beatrice (love, ava)</a>",infinitylilies,Completed,282,249,33,1442,Teen And Up Audiences,2543,1,2022-12-14,"my take on ava's letter to beatrice, introspective, Oneshot, cursing, They're In Love Your Honor, Canon Compliant, after ava goes through the portal, Hurt/Comfort"
<a href='https://archiveofourown.org/works/43185468'>Nuns get jealous too</a>,HEDAofWeird,Completed,279,275,4,3257,General Audiences,1583,1,2022-11-21,"Fluff, Jealousy, Arguing, First Kiss, Canon Lesbian Character, Femslash"
<a href='https://archiveofourown.org/works/43699657'>Stolen Moments</a>,emiliaL128,Completed,279,244,35,2752,Teen And Up Audiences,5213,1,2022-12-18,"Hurt No Comfort, Hurt, Angst, Death, Grief, She does not survive, I'm sorry, Last Kiss, Goodbyes, Kidnapping, Rescue, Healing, Blood and Injury"
<a href='https://archiveofourown.org/works/43637232'>for what seems like millenia</a>,potsticker1234,Completed,279,273,6,1663,General Audiences,1628,1,2022-12-15,"Post Season 2, Reunion, Comfort, are we pulling bible references for a tv show, Yes we are, surfer beatrice stuck in my head, john 20:24-27, in which beatrice puts her hands on ava's scars"
<a href='https://archiveofourown.org/works/44806054'>Your Love's Whore</a>,echoicdreamscape,Completed,277,262,15,3333,Explicit,2890,1,2023-02-05,"PWP, Oral Sex, Fingering, facesitting, you get a praise kink! you get a praise kink!, half of this is ava thirsting at bea's muscles, Climbing AU"
<a href='https://archiveofourown.org/works/43699999'>bloody and raw but i swear it is sweet</a>,pinkfingernails,Completed,277,251,26,2495,Not Rated,11829,1,2022-12-18,"Spiderman AU, Angst, Minor Violence, Enemies, Miscommunication, Mutual Pining, One Shot, maybe? - Freeform, possessed beatrice, Possession"
<a href='https://archiveofourown.org/works/44004255'>Chanel's Bar and Grill</a>,DangersUntoldHardshipsUnnumbered,Completed,277,227,50,2360,Teen And Up Audiences,11370,5,2023-02-05,NA
<a href='https://archiveofourown.org/works/44628637'>my thoughts will echo your name (until i see you again)</a>,Atlas (frogonthemoon),Completed,277,271,6,1976,Teen And Up Audiences,2095,1,2023-01-29,"the babygirls are reunited, delusional s3 imagining, Comfort, bc i know we're all a bit sad rn"
<a href='https://archiveofourown.org/works/43380582'>Drunk Nights and Pretty Girls</a>,Delta_Sleeps,Completed,277,270,7,1636,Not Rated,787,1,2022-12-02,"First Kiss, Fluff, How Do I Tag, no beta we die like men, first time writing so be nice pls, Drunk kiss"
<a href='https://archiveofourown.org/works/44408863'>want your hand to hold (want you near me)</a>,TheGoatWithAPen,Completed,275,267,8,1974,Teen And Up Audiences,6058,1,2023-01-20,"post season two, Religious Imagery & Symbolism, Light Angst, Reunion, Partially inspired by a scene from HTTYD 2, Emotional Hurt/Comfort"
<a href='https://archiveofourown.org/works/43652184'>Marks</a>,Starfleet_Command_Unit_Bi,Completed,273,243,30,3134,Mature,16035,10,2022-12-28,"Soulmate-Identifying Marks, Alternate Universe - Everyone Lives/Nobody Dies"
<a href='https://archiveofourown.org/works/43776108'>no one ever told me that grief felt so like fear</a>,pensaltzmn,Completed,273,233,40,2125,General Audiences,1376,1,2022-12-22,"POV Sister Beatrice (Warrior Nun), 2x08 from the kiss on, ava's selfless and Beatrice is real messed up about it, no beta we die like duretti"
<a href='https://archiveofourown.org/works/43619850'>1 Corinthians 13:4-8</a>,IgnisFlos,Completed,269,264,5,1694,General Audiences,2937,1,2022-12-14,"Soft Ava Silva, background Jillian Salvius/Mother Superion, Fluff, Found Family, Soft Sister Beatrice/Ava Silva, Christmas Fluff, Sister Camila Ships It (Warrior Nun), POV Ava Silva, so many hugs"
<a href='https://archiveofourown.org/works/43840542'>Shine Bright Tonight</a>,QuietThings,Completed,266,259,7,1674,General Audiences,908,1,2022-12-25,"Fluff, Pre-Relationship, Sharing a Bed, in the swiss alps, a dash of gay panic, the halo ships avatrice?"
<a href='https://archiveofourown.org/works/44056593'>Of circular hunting horns and disembodied legs (Reading is a work in progress)</a>,Bisappointment,Completed,265,249,16,1927,General Audiences,2228,1,2023-01-04,"Alternate Universe, How Do I Tag, I Wrote This Instead of Sleeping, Oblivious Sister Beatrice, Gay Mess Ava Silva, Crack Treated Seriously, two parts because i'm addicted to update, not write, Attempt at Humor, Beatrice doesn't know what horny means, or does she?"
<a href='https://archiveofourown.org/works/44994142'>Hold My Beer</a>,StoicLastStand,Completed,264,256,8,1218,General Audiences,3832,1,2023-02-13,"Bisexual Female Character, First Kiss, Alternate Universe - College/University, First Meetings, Meet-Cute, Kinda, Implusive Ava Silva, Badass Sister Beatrice (Warrior Nun), Songfic"
"<a href='https://archiveofourown.org/works/44046819'>Blood On My Shirt, Heart in My Hands</a>",spaceosshy,Completed,263,257,6,1581,Teen And Up Audiences,1436,1,2023-01-04,"Canon Divergence, what if they were already together in Switzerland, Demonic Possession, Canon-Typical Violence, Mild Hurt/Comfort"
<a href='https://archiveofourown.org/works/43693632'>Nervous trip over my words (you're so pretty it hurts)</a>,Ariadnes_threads,Completed,263,257,6,1524,Teen And Up Audiences,3866,1,2022-12-18,"I was also mesmerized by their time in Switzerland, Very domestic and tender, First Kiss, Season 2, Ava's POV, They Are Gay Your Honour, No beta we die like most men in this show, Character Study, Pining"
<a href='https://archiveofourown.org/works/44093334'>Edge of Desire</a>,J2thePowerOf3,Completed,262,259,3,1768,Teen And Up Audiences,2642,1,2023-01-06,"First Kiss, bed sharing, Cuddling"
<a href='https://archiveofourown.org/works/44131881'>I Choose You</a>,iwouldlike4piecechickentenderspls,Completed,262,252,10,1559,Teen And Up Audiences,2013,1,2023-01-08,"Fluff, cheek kiss, Longing Stares, True Love, Falling In Love, Soft Sister Beatrice/Ava Silva, Communication"
<a href='https://archiveofourown.org/works/43333689'>In the Next.</a>,HappyHomebrew,Completed,261,253,8,1447,Mature,7779,1,2022-11-30,"Reincarnation, Post-Season/Series 02, Ava's dead, Beatrice is really gay"
<a href='https://archiveofourown.org/works/43642684'>Romans 15:4</a>,RayaKor_El,Completed,258,248,10,1794,Not Rated,4098,1,2022-12-16,"Angst with a Happy Ending, Hurt/Comfort, Sister Beatrice Needs a Hug (Warrior Nun), Ava Returns, I swear this is a happy ending, You just have to get through the first bit, Not Really Character Death, Blood and Injury, Canon-Typical Violence, Fluff, Ava Silva Needs a Hug"
<a href='https://archiveofourown.org/works/43684095'>i wanna tell you that i'm different (all that time in love was well spent)</a>,echoes_of_realities,Completed,258,247,11,1524,General Audiences,13917,1,2022-12-18,"Mother Superion and Camila and Yasmine make brief appearances, Angst with a Happy Ending, Hurt/Comfort, once again this is hurt/very little comfort just like the last one, Character Study, Ava's time in Reya's realm, aka S3 speculation, instead of 10k you now have to wait 12k for the happy ending, see part 1 of this series for the reunion scene, finished this before the c-word happened shhhh, partially inspired by one of my favourite tumblr posts about loving people on purpose, and love being a decision you make over and over again"
<a href='https://archiveofourown.org/works/43270770'>That's my idiot</a>,FracturedClock,Completed,258,250,8,1030,General Audiences,444,1,2022-11-26,NA
<a href='https://archiveofourown.org/works/43337260'>absence makes the heart grow fonder</a>,rainfall2128,Completed,257,254,3,1467,General Audiences,2591,1,2022-11-30,"2x07, Canon Compliant, Fluff and Angst, Implied/Referenced Homophobia, Mutual Pining, Tenderness, Cuddling"
<a href='https://archiveofourown.org/works/44009544'>The morning after</a>,IjustImagine,Completed,256,252,4,1618,Teen And Up Audiences,560,1,2023-01-02,"I Wrote This Instead of Sleeping, Morning After, Short & Sweet, Post-Season/Series 02, Soft Sister Beatrice/Ava Silva"
<a href='https://archiveofourown.org/works/43999761'>You're Glowing</a>,letsgetdowntobusiness,Completed,256,252,4,1392,Teen And Up Audiences,710,1,2023-01-01,"the bar scene, a snipet of what happened"
"<a href='https://archiveofourown.org/works/43251372'>if thy daughter be shameless, keep her in straitly (lest she abuse herself through overmuch liberty)</a>",shescollateraldamag3,Completed,255,243,12,1702,Teen And Up Audiences,3080,1,2022-11-25,"Religious Guilt, Sister Beatrice Needs a Hug (Warrior Nun), So does Ava - Freeform, Bea's parents are assholes, Angst? I don't know how to tag properly"
<a href='https://archiveofourown.org/works/43184943'>Hold me tight</a>,luthorbae,Completed,252,249,3,3015,Mature,2100,1,2022-11-21,"Sharing a Bed, Developing Relationship"
<a href='https://archiveofourown.org/works/43234683'>christmas cheer (i'm glad you're here)</a>,sapphicstreet,Completed,249,240,9,2547,General Audiences,9697,1,2022-11-24,"Christmas Fluff, Mild Hurt/Comfort, Canon Related, Backstory, One Shot, Domestic Fluff, Alternate Universe - Canon Divergence, Happy Ending, Couch Cuddles"
<a href='https://archiveofourown.org/works/43179822'>do i know what i am good for?</a>,lunarpaddle,Completed,249,246,3,2030,Teen And Up Audiences,4570,1,2022-11-20,"All the others - Freeform, Post-Season/Series 02, Alternate Universe - Canon Divergence, Getting Together"
<a href='https://archiveofourown.org/works/44517379'>If Tomorrow Comes</a>,wellpuffmycream,Completed,248,238,10,1501,Not Rated,2342,1,2023-01-24,"Hurt/Comfort, Emotional Hurt/Comfort, Love Confessions"
<a href='https://archiveofourown.org/works/44403397'>help me make the most of freedom (and of pleasure)</a>,violyning,Completed,246,226,20,2353,Explicit,9464,1,2023-02-07,"Fluff, First Time, Smut, Oral Sex, Vaginal Fingering, Non-Penetrative Sex, A little angst"
<a href='https://archiveofourown.org/works/43813674'>A failure is only a failure if you don't learn from it</a>,ninjababy207,Completed,245,230,15,1696,Teen And Up Audiences,1585,1,2022-12-24,"Angst, Hurt/Comfort, Possessed!Bea, Attacking Ava, Fight Scene, One Shot, Not Canon Compliant, No Character Death"
<a href='https://archiveofourown.org/works/43712869'>i want to meet you in every place i ever loved</a>,phwaa,Completed,240,207,33,1594,Mature,15362,2,2022-12-19,NA
<a href='https://archiveofourown.org/works/43784587'>The 101's</a>,beatroot (bearmons),Completed,240,230,10,1219,Not Rated,2524,1,2022-12-23,NA
<a href='https://archiveofourown.org/works/43384878'>Pretty In (Almost) Pink</a>,geekchic64,Completed,240,228,12,1110,Teen And Up Audiences,5888,1,2022-12-03,"Fluff, Pre-Season/Series 02, Inspired by John Hughes, POV Ava Silva"
<a href='https://archiveofourown.org/works/43053135'>It Was The Right Thing</a>,criedtodreamagain,Completed,239,233,6,2533,Teen And Up Audiences,1641,2,2022-11-24,"Good for a Good Cry, This hurt me to write, I'm sorry, character death but also not really, Ava is alive but Beatrice is in pain"
<a href='https://archiveofourown.org/works/43307274'>Domesticated</a>,Hugo_falcon,Completed,239,222,17,1490,Teen And Up Audiences,2580,1,2022-11-28,"Background Relationships, Background Sister Beatrice/Ava Silva, Fluff and Humor, Funny, Moving In Together, Making Out, Kissing, Sharing a Bed, Established Relationship, Friendship, Love, Teasing, Banter, Grocery Shopping, Domestic Fluff, Background Shotgun Mary/Shannon Masters, Soft Sister Lilith (Warrior Nun), Sister Lilith Deserves Love (Warrior Nun)"
<a href='https://archiveofourown.org/works/43671555'>If only in my dreams</a>,wheretobe,Completed,238,204,34,2206,Teen And Up Audiences,11049,3,2022-12-19,"Christmas, Christmas Fluff, Established Relationship, Hurt/Comfort, Grief, Coping, Romance, christmas day, Depression, Dark Thoughts, tw: depression, References to Depression, happy ending i swear"
<a href='https://archiveofourown.org/works/44121309'>My hand was the one you reached for</a>,mysonny,Completed,238,235,3,1374,General Audiences,3723,1,2023-01-07,"Fluff, Domestic Fluff, there's only one bed, Switzerland, Dr Salvius' villa, Canon Compliant, POV Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Developing Relationship"
"<a href='https://archiveofourown.org/works/43432525'>Like A Light, She Fills Me Up</a>",Jordswriteswords,Completed,238,234,4,1305,General Audiences,3237,1,2022-12-05,"Fluff, Alternate Universe - Neighbors"
<a href='https://archiveofourown.org/works/43906525'>Stay Awhile Longer</a>,rhinostone,Completed,236,220,16,1816,Teen And Up Audiences,4529,1,2022-12-28,"Fluff, Strangers, Professional Cuddling Services Provided by Ava, Gay Panic"
<a href='https://archiveofourown.org/works/43272771'>Right Here Waiting</a>,cocoa_n_donuts,Completed,236,230,6,1216,General Audiences,1289,1,2022-11-26,"Beatrice and Ava specify a rendezvous point for when they get separated, inspired by the cheesiest most wtf line in ff8, TW Alcohol mention in Author's notes, happens in lucerne my favourite little city"
<a href='https://archiveofourown.org/works/44151922'>no regrets</a>,gayasfpanda,Completed,235,230,5,1037,Not Rated,2434,1,2023-01-09,Alternate Universe - College/University
<a href='https://archiveofourown.org/works/44526577'>Is there a God up there?</a>,LoKandGoT,Completed,231,210,21,1226,Teen And Up Audiences,4077,1,2023-01-25,"Emo Bea, They're so in love that it's painful, happy ending I promise"
<a href='https://archiveofourown.org/works/44209996'>the light comes (in the name of the voice)</a>,possibilist,Completed,230,218,12,2160,Mature,1542,1,2023-01-12,"Joan of Arc - Freeform, i realize this is deranged & feral but aren't we all, ava comes back too right, listen i know that ava has her bisexual bob bc she's bisexual, but.... it's also bc she's joan of arc i don't make the rules sorry i can't help myself"
<a href='https://archiveofourown.org/works/43605145'>I Hear Your Voice and It Seems As If It Was All A Dream (I Wish It Was All A Dream)</a>,coffeeshopgay,Completed,230,221,9,1528,Mature,8167,1,2022-12-30,"Angst with a Happy Ending, whole lotta angst, The first like 6k is pretty much just Ava's internal monologue and her being sad, Implied/Referenced Character Death, Nobody Dies, But also, everybody dies in Ava's nightmares, that's why there's that warning, Guys Ava's in hell, What do you think her hell is hmmm?, sorry - Freeform, i truly apologize, Ava Silva Needs a Hug, Sad Ava Silva, she's goin through it guys, I was like, Ava's traumatized enough...right?, nah, but I promise the ending is totally happy, how did I forget hurt/comfort, Hurt/Comfort, cursing"
<a href='https://archiveofourown.org/works/43316508'>Every morning is an end to a night.</a>,Lenna,Completed,229,225,4,1407,General Audiences,2262,1,2022-11-28,"I like soft things, No angst here, I'm running with the Ava is biJesus and comes back after 3 days, Season 2 spoilers, Kinda"
<a href='https://archiveofourown.org/works/43650772'>I will never leave you</a>,Dismal_Love,Completed,226,210,16,4714,Explicit,4802,3,2022-12-19,"Avatrice, Romance, Angst and Hurt/Comfort, Angst and Romance, Smut, Graphic Description, explicit for a reason, Explicit in later chapters"
<a href='https://archiveofourown.org/works/44741218'>touch is my middle name</a>,femmexx,Completed,226,222,4,3452,Explicit,2518,1,2023-02-02,"Alternate Universe - Canon Divergence, Post-Canon, Footsie, Bathroom Sex, Strap-Ons, Superpowers, Smut, Bea is over her repressed era, some inside jokes in this fandom, thick glow stick wink wink, halo doing it's magic, Wet."
"<a href='https://archiveofourown.org/works/43913245'>baby, it's cold outside</a>",bubblez4u,Completed,226,223,3,1699,Not Rated,8267,1,2022-12-29,"Mutual Pining, Catholic Guilt, Christmas Fluff, constant reminder of impending death, lowkey angst, and a shit ton of religious imagery, bc the idea of beatrice wanting to devote herself to ava does things to me"
<a href='https://archiveofourown.org/works/43324923'>dark plum sauce</a>,b0lu0mi,Completed,225,221,4,1917,Not Rated,2018,1,2022-11-29,"Mutual Pining, Internalized Homophobia, Hurt/Comfort, this was supposed to be fluff, i don't know if it's still considered fluff or not, well i'm tagging it anyway, Fluff, i still can't do tags clearly, Alternate Universe - Canon Divergence, Love Confessions, Sister Beatrice Needs a Hug (Warrior Nun), she gets a hug! yay!"
<a href='https://archiveofourown.org/works/43662012'>Turn your sadness into kindness</a>,echoicdreamscape,Completed,225,209,16,1299,Teen And Up Audiences,2904,1,2022-12-17,"Hurt/Comfort, Internalized Homophobia, also externalized homophobia"
<a href='https://archiveofourown.org/works/44331121'>The hurt that we hide</a>,PutTheKnifeDownElmo,Completed,223,216,7,1960,General Audiences,5844,1,2023-01-16,"Missions Gone Wrong, Hurt/Comfort, slight whump, Blood and Injury, Fluff, Angst"
<a href='https://archiveofourown.org/works/44456128'>Don't Take Me Back</a>,kermy48,Completed,222,217,5,2231,Teen And Up Audiences,2287,1,2023-01-22,"Blood and Injury, Injury, Hurt/Comfort, Emotional Hurt/Comfort, Physical Disability, Fluff and Hurt/Comfort, Psychological Trauma, Childhood Trauma, Panic, Ava Silva Needs a Hug, Soft Sister Beatrice/Ava Silva"
"<a href='https://archiveofourown.org/works/43227586'>I Feel You, I See You</a>",theultimatezb,Completed,221,217,4,1726,General Audiences,2828,1,2022-11-23,"holy war what holy war, Hurt/Comfort, Angst and Hurt/Comfort, Spoilers"
"<a href='https://archiveofourown.org/works/44203033'>Driving Lilith, Mary, Superion and Reya insane</a>",thelastofus2ellie,Completed,219,214,5,2410,General Audiences,2267,1,2023-01-11,Fluff and Crack
<a href='https://archiveofourown.org/works/44770465'>tell the world that we finally got it all right</a>,Smokestarrules,Completed,218,205,13,1543,Teen And Up Audiences,11492,1,2023-02-05,"The Inherent Eroticism of Driving, Fluff and Angst, Mutual Pining, Hurt/Comfort, Driving as a Love Language, Canon Compliant, ?? I think so!, One Shot, this was Not supposed to be 11k idk what happened, it got away from me, Switzerland era, you will always be famous"
<a href='https://archiveofourown.org/works/44025102'>Luke 24:24</a>,TheCoasts,Completed,217,201,16,1791,Teen And Up Audiences,7411,1,2023-01-02,"canon has been left behind and i've been left to my own devices, plot accidentally snuck in at the end"
<a href='https://archiveofourown.org/works/43387465'>you have a sweet sinful smile (i'm in trouble)</a>,whyyesitscar,Completed,217,201,16,1358,Teen And Up Audiences,908,1,2022-12-03,"nothing like good ol second person to make you spit out a fic!, soft and gay in the switzerland days just like we deserve, Inspired by Fanart"
<a href='https://archiveofourown.org/works/44670616'>Show me how you do that trick</a>,echoicdreamscape,Completed,216,191,25,1874,Teen And Up Audiences,3562,1,2023-01-31,"Climbing AU, Shannon POV"
"<a href='https://archiveofourown.org/works/44242503'>if you were a flower, you'd be a damn-delion</a>",geekchic64,Completed,216,202,14,1195,Teen And Up Audiences,5187,1,2023-01-13,"Fluff, set during the alps!, feat the utilization of flowers to advance the gay agenda, happy birthday goey!!"
<a href='https://archiveofourown.org/works/44051257'>betting on you</a>,box_xx,Completed,215,211,4,1645,Mature,15462,1,2023-01-04,"Beatrice is Calypso, Ava is a demigod, Light Angst, References to Depression, Anxiety Attacks, Alternate Universe, Percy Jackson AU"
<a href='https://archiveofourown.org/works/44069460'>Anything For Her</a>,B_gey_do_crimez,Completed,214,207,7,2109,Teen And Up Audiences,3021,2,2023-01-22,"Fluff and Mush, Mutual Pining, Fluff, post S1, Canon Divergent, Nun's first concert, ANOTHER SWITZERLAND FIC, First Kiss, gays being gay, They're both just cute and gay, mild drinking (they're old enough tho lol)"
"<a href='https://archiveofourown.org/works/43213566'>Happy Birthday, Ava</a>",gehmoon,Completed,212,208,4,1077,General Audiences,2163,1,2022-11-22,"Fluff, Domestic Fluff, Mutual Pining, they're in LOVE your honour, Switzerland era, Hans being a gay wingman for Beatrice"
"<a href='https://archiveofourown.org/works/43244863'>friend, make sense of me</a>",Patcho418,Completed,210,192,18,1171,General Audiences,2209,1,2022-11-24,"Fluff, Emotional Hurt/Comfort, Fluff and Angst, Questioning, Post-Season 2, in which beatrice struggles with her feelings for ava even after leaving the church, Late Night Conversations, no beta for this one let's see how this goes, Introspection"
<a href='https://archiveofourown.org/works/43247568'>this time I wanna stay right here (I wanna make it crystal clear that I won't give in to the fear)</a>,justalover,Completed,209,203,6,1526,Teen And Up Audiences,7335,1,2022-12-11,"Angst, Panic Attacks, Love Confessions, Hopeful Ending, Reya is shady af, Girlies need therapy, Reunion, no beta we die like duretti, Hurt/Comfort"
"<a href='https://archiveofourown.org/works/43779094'>escape attempt number whatever thousand, some hundred and four, probably</a>",FoulBearObservation,Completed,209,189,20,939,Mature,2397,1,2022-12-23,"Hades Game Au, ava is zagreus, bea is thanatos, You'll figure out the rest, 5+1 Things"
<a href='https://archiveofourown.org/works/44391418'>Little Things</a>,Amandjnx,Completed,208,204,4,1409,General Audiences,1644,1,2023-01-19,"Fluff, Trying to Heal the Fandom, they are soulmates, Post-Season/Series 01, They don't leave the Alps"
<a href='https://archiveofourown.org/works/43622736'>it was you (it was always going to be you)</a>,Vapora,Completed,208,202,6,1167,General Audiences,2121,1,2022-12-14,"Heavy Angst, Sad with a Happy Ending, Angst with a Happy Ending, i hate netflix, Post Season 2"
<a href='https://archiveofourown.org/works/44842900'>the next best thing</a>,unicyclehippo,Completed,208,197,11,963,General Audiences,2563,1,2023-02-07,late nights in switzerland are for yearning
<a href='https://archiveofourown.org/works/43798755'>paint the earth (paint the earth on me)</a>,BloodInTheFields,Completed,205,199,6,851,General Audiences,3668,1,2022-12-23,NA
<a href='https://archiveofourown.org/works/44953330'>So Many Ways</a>,motor_mouse,Completed,203,192,11,978,General Audiences,2127,1,2023-02-11,NA
<a href='https://archiveofourown.org/works/44884249'>Tutoring Session</a>,HaughtBreaker,Completed,201,190,11,1456,Mature,1140,1,2023-02-08,"College AU, Avatrice, library smut, yes I gave bea short hair because KTY looks fantastic with short hair"
<a href='https://archiveofourown.org/works/43998528'>Pinochle</a>,DangersUntoldHardshipsUnnumbered,Completed,199,191,8,941,Teen And Up Audiences,1136,1,2023-01-01,Spin the Bottle
<a href='https://archiveofourown.org/works/44666518'>it was always for you</a>,LavenderStars8,Completed,198,162,36,1119,Mature,5711,1,2023-02-09,"Sadako and the Thousand Paper Cranes, Angst, I'm Sorry, Ava's sick, Bea's repressed, So so many paper cranes, sickfic i guess?, this is mature for themes of death and grief, not sexy times, I repeat, there will be no sexy times"
<a href='https://archiveofourown.org/works/44386417'>Heaven's Here (It's Right Where You're Standing)</a>,Scooby_Doo_Creepymechclown,Completed,197,183,14,1526,General Audiences,4730,1,2023-01-19,"Other Characters Are Mentioned, Hans gets tagged cause he's physically there at one point, Character Study, Fluff, Domestic Fluff, Tattoos, Masculine Beatrice, Light Angst"
"<a href='https://archiveofourown.org/works/43326663'>my soul has stirred, i'm speaking tongues (am i worthy of her love?)</a>",mintwhiskey,Completed,197,185,12,1217,General Audiences,3219,1,2022-11-29,"character monologue bc why not, wrote this instead of sleeping bc avatrice haunts me, just a little unwrapping of emotional turmoil, idk more tags how does this even work, one-hundred percent canon, you can't convince me ava wasn't thinking all this, bye"
<a href='https://archiveofourown.org/works/44124027'>When Past Scars Become Art</a>,The_Boundless_Writer,Completed,197,192,5,970,Not Rated,2643,1,2023-01-08,"Fluff, First Date, First Kiss, Alternate Universe, Bartender Ava, Tattoo Artist Beatrice"
<a href='https://archiveofourown.org/works/44044797'>A Lesson In Kissing (Between Friends)</a>,cyp_rus,Completed,196,193,3,4491,Explicit,1813,1,2023-01-03,"Smut, First Kiss, they're in switzerland, top!Beatrice, Bottom!Ava, they don't flip flop here :("
